Date,Open,High,Low,Close,Adj Close,Volume
2011-07-01,33.790001,34.200001,32.549999,32.549999,27.428192,0
2011-08-01,32.410000,32.410000,27.889999,30.600000,25.785034,0
2011-09-01,30.200001,30.520000,28.070000,28.080000,23.661564,0
2011-10-01,27.170000,32.110001,27.170000,31.320000,26.527193,0
2011-11-01,30.420000,31.920000,28.930000,31.219999,26.442492,0
2011-12-01,31.150000,31.570000,30.139999,31.299999,26.510256,0
2012-01-01,31.770000,33.189999,31.760000,32.889999,28.020565,0
2012-02-01,33.259998,34.490002,33.259998,34.299999,29.221817,0
2012-03-01,34.520000,35.439999,33.680000,35.200001,29.988565,0
2012-04-01,35.480000,35.480000,33.889999,34.980000,29.930452,0
2012-05-01,35.150002,35.150002,32.349998,32.799999,28.065140,0
2012-06-01,31.950001,33.930000,31.930000,33.910000,29.014914,0
2012-07-01,34.029999,34.459999,33.259998,34.259998,29.463928,0
2012-08-01,34.110001,35.369999,33.869999,35.119999,30.203541,0
2012-09-01,35.139999,36.740002,35.119999,35.849998,30.831341,0
2012-10-01,35.930000,36.369999,35.110001,35.220001,30.437891,0
2012-11-01,35.639999,35.660000,33.779999,35.490002,30.671234,0
2012-12-01,35.330002,36.330002,35.049999,35.660000,30.818148,0
2013-01-01,36.570000,37.820000,36.509998,37.619999,32.750916,0
2013-02-01,37.990002,38.529999,37.410000,38.099998,33.168781,0
2013-03-01,38.180000,39.419998,38.180000,39.410000,34.309242,0
2013-04-01,39.189999,40.080002,38.570000,40.080002,35.051159,0
2013-05-01,39.639999,41.950001,39.639999,41.009998,35.864464,0
2013-06-01,41.220001,41.560001,39.380001,40.310001,35.252312,0
2013-07-01,40.590000,42.700001,40.560001,42.520000,37.361683,0
2013-08-01,43.090000,43.150002,41.259998,41.320000,36.307262,0
2013-09-01,41.490002,43.770000,41.490002,42.639999,37.467125,0
2013-10-01,43.029999,44.869999,41.939999,44.450001,39.244297,0
2013-11-01,44.540001,45.759998,44.119999,45.730000,40.374390,0
2013-12-01,45.580002,46.689999,44.970001,46.689999,41.221951,0
2014-01-01,46.279999,46.830002,44.990002,45.250000,40.161427,0
2014-02-01,44.150002,47.389999,44.150002,47.389999,42.060772,0
2014-03-01,47.060001,47.900002,46.779999,47.430000,42.096268,0
2014-04-01,47.820000,47.959999,45.860001,47.459999,42.306889,0
2014-05-01,47.490002,48.500000,47.070000,48.500000,43.233952,0
2014-06-01,48.529999,49.730000,48.520000,49.529999,44.152126,0
2014-07-01,49.889999,50.150002,48.560001,48.560001,43.466621,0
2014-08-01,48.419998,50.590000,48.119999,50.590000,45.283695,0
2014-09-01,50.610001,50.700001,49.189999,49.299999,44.129009,0
2014-10-01,48.630001,50.650002,46.650002,50.650002,45.543602,0
2014-11-01,50.639999,52.080002,50.470001,51.880001,46.649601,0
2014-12-01,51.439999,52.360001,49.580002,51.599998,46.397808,0
2015-01-01,51.580002,51.709999,49.959999,50.169998,45.352020,0
2015-02-01,50.779999,53.310001,50.779999,53.070000,47.973530,0
2015-03-01,53.410000,53.439999,51.650002,52.290001,47.268433,0
2015-04-01,52.099998,53.459999,52.099998,52.509998,47.688145,0
2015-05-01,53.040001,53.790001,52.400002,53.240002,48.351101,0
2015-06-01,53.349998,53.889999,51.939999,52.110001,47.324867,0
2015-07-01,52.439999,53.540001,51.639999,52.970001,48.312809,0
2015-08-01,52.799999,52.990002,47.180000,49.790001,45.412403,0
2015-09-01,48.349998,50.450001,47.189999,48.080002,43.852749,0
2015-10-01,48.150002,52.160000,48.150002,51.860001,47.540039,0
2015-11-01,52.529999,52.669998,50.570000,52.150002,47.805878,0
2015-12-01,52.669998,52.669998,49.830002,50.799999,46.568336,0
2016-01-01,50.009998,50.110001,45.970001,47.919998,44.176125,0
2016-02-01,47.910000,48.270000,45.060001,47.910000,44.166904,0
2016-03-01,49.029999,51.090000,49.029999,51.040001,47.052353,0
2016-04-01,51.340000,52.180000,50.580002,51.360001,47.569786,0
2016-05-01,51.770000,52.290001,50.680000,52.279999,48.421890,0
2016-06-01,52.389999,53.000000,49.650002,52.169998,48.320007,0
2016-07-01,52.299999,54.240002,51.889999,54.240002,50.459034,0
2016-08-01,54.169998,54.759998,53.770000,54.389999,50.598560,0
2016-09-01,54.389999,54.880001,53.020000,54.209999,50.431110,0
2016-10-01,54.029999,54.099998,52.980000,53.009998,49.558994,0
2016-11-01,52.630001,55.770000,51.990002,55.369999,51.765354,0
2016-12-01,55.139999,57.209999,55.139999,57.020000,53.307938,0
2017-01-01,56.549999,57.680000,56.549999,57.160000,53.774548,0
2017-02-01,57.169998,59.529999,57.169998,59.290001,55.778404,0
2017-03-01,60.119999,60.119999,58.430000,59.070000,55.571426,0
2017-04-01,58.910000,59.880001,58.200001,59.689999,56.409016,0
2017-05-01,59.820000,60.419998,58.950001,60.299999,56.985485,0
2017-06-01,60.860001,61.500000,60.419998,60.580002,57.250099,0
2017-07-01,60.759998,62.000000,60.209999,61.709999,58.585674,0
2017-08-01,61.860001,61.910000,60.490002,61.820000,58.690102,0
2017-09-01,61.970001,63.060001,61.480000,63.060001,59.867325,0
2017-10-01,63.369999,64.570000,63.369999,64.430000,61.431736,0
2017-11-01,64.470001,66.389999,64.099998,66.389999,63.300529,0
2017-12-01,66.250000,67.400002,65.820000,66.730003,63.624710,0
2018-01-01,67.279999,71.519997,67.279999,70.279999,67.337425,0
2018-02-01,70.279999,70.279999,64.430000,67.669998,64.836708,0
2018-03-01,66.879997,69.779999,64.800003,66.059998,63.294121,0
2018-04-01,64.570000,67.839996,64.570000,66.309998,63.792828,0
2018-05-01,66.489998,68.760002,65.930000,68.180000,65.591835,0
2018-06-01,68.889999,70.300003,67.879997,68.349998,65.755379,0
2018-07-01,68.580002,71.379997,68.320000,70.639999,68.245895,0
2018-08-01,70.559998,73.320000,70.559998,73.080002,70.603203,0
2018-09-01,72.959999,73.660004,72.309998,72.849998,70.380989,0
2018-10-01,72.959999,72.970001,65.690002,67.470001,65.495644,0
2018-11-01,68.300003,70.080002,65.779999,68.860001,66.844971,0
2018-12-01,69.620003,69.620003,58.200001,62.099998,60.282780,0
2019-01-01,62.169998,67.449997,60.720001,67.449997,65.850403,0
2019-02-01,67.550003,70.080002,67.550003,69.809998,68.154427,0
2019-03-01,70.300003,71.360001,68.629997,70.440002,68.769501,0
2019-04-01,71.260002,73.250000,71.250000,73.250000,71.891663,0
2019-05-01,72.669998,73.339996,68.529999,68.529999,67.259178,0
2019-06-01,68.379997,73.309998,68.379997,73.050003,71.695358,0
2019-07-01,73.580002,75.160004,73.580002,74.099998,72.996475,0
2019-08-01,73.389999,73.389999,70.519997,72.610001,71.528671,0
2019-09-01,72.059998,74.760002,72.059998,73.510002,72.415260,0
2019-10-01,72.559998,75.339996,71.339996,75.070000,74.290886,0
2019-11-01,75.849998,78.230003,75.849998,77.900002,77.091522,0
2019-12-01,77.199997,79.930000,76.739998,79.699997,78.872833,0
2020-01-01,80.309998,82.199997,79.650002,79.650002,79.250748,0
2020-02-01,80.309998,83.809998,73.139999,73.139999,72.773376,0
2020-03-01,76.309998,77.260002,54.500000,62.759998,62.445408,0
2020-04-01,59.840000,69.720001,59.840000,68.940002,68.940002,0
